"Question ID","Question","Location","Markers","Reason","Original question","Original answer","Revised customer answer","Alternative questions","Review references"
"Q-675","How can it improve order-processing speed?","Order Management","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","How can it improve order-processing speed?","It provides filters, status groups, batch operations, search, packing, pushing, and shipment-status workflows.
This can reduce repeated manual navigation.","Location: Order Management
It provides filters, status groups, batch operations, search, packing, pushing, and shipment-status workflows.
This can reduce repeated manual navigation.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/orderManagement/orderProcessing; src/features/orderManagement/shared | Backend: modules/orders; modules/returnOrders"
"Q-676","Can my staff search by order or shipment information?","Order Management","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Can my staff search by order or shipment information?","Yes. Search options include:
SKU
Package Number
Order Number
Tracking Number
Return Orders also support Return ID and return-status searches.","Location: Order Management
Yes. Search options include:
- SKU
- Package Number
- Order Number
- Tracking Number
Return Orders also support Return ID and return-status searches.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/orderManagement/orderProcessing; src/features/orderManagement/shared | Backend: modules/orders; modules/returnOrders"
"Q-677","Can orders be filtered by store and marketplace?","Order Management","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Can orders be filtered by store and marketplace?","Yes. Regular order-processing pages provide platform and store filters.","Location: Order Management
Yes. Regular order-processing pages provide platform and store filters.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/orderManagement/orderProcessing; src/features/orderManagement/shared | Backend: modules/orders; modules/returnOrders"
"Q-678","Can the ERP help identify orders that cannot be packed?","Order Management","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Can the ERP help identify orders that cannot be packed?","New Orders includes categories such as:
Pack Failed
Out of Stock
Exchange/Add
Platform Processing
These help staff focus on exceptions.","Location: Order Management
New Orders includes categories such as:
- Pack Failed
- Out of Stock
- Exchange/Add
- Platform Processing
These help staff focus on exceptions.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/orderManagement/orderProcessing; src/features/orderManagement/shared | Backend: modules/orders; modules/returnOrders"
"Q-679","What is the value of an exception-based workflow?","Order Management","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","What is the value of an exception-based workflow?","Instead of manually checking every order, staff can concentrate on orders that require attention.
This can reduce processing delays and operational effort.","Location: Order Management
Instead of manually checking every order, staff can concentrate on orders that require attention.
This can reduce processing delays and operational effort.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/orderManagement/orderProcessing; src/features/orderManagement/shared | Backend: modules/orders; modules/returnOrders"
"Q-680","Can the ERP manage courier handoff?","Order Management","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Can the ERP manage courier handoff?","It includes To Pickup, Move to Shipped, tracking-number information, and shipment statuses.
Actual courier integration depends on the configured platform and service.","Location: Order Management
It includes To Pickup, Move to Shipped, tracking-number information, and shipment statuses.
Actual courier integration depends on the configured platform and service.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/orderManagement/orderProcessing; src/features/orderManagement/shared | Backend: modules/orders; modules/returnOrders"
"Q-681","Can it manage returns?","Order Management","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Can it manage returns?","Yes. Return Orders includes marketplace, store, return status, platform status, synchronization, and manual-return functions.","Location: Order Management
Yes. Return Orders includes marketplace, store, return status, platform status, synchronization, and manual-return functions.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/orderManagement/orderProcessing; src/features/orderManagement/shared | Backend: modules/orders; modules/returnOrders"
"Q-682","Can it manage cancelled orders?","Order Management","MODIFIED ANSWER; FORMAT UPDATED","Used both the exact menu and on-page labels.","Can it manage cancelled orders?","Yes. The Cancelled Orders page distinguishes cancellation requests from completed cancellations.","Location: Order Management
Yes. Go to Order Management > Order Processing > Canceled Order. The page title is Cancelled Orders, and it separates Cancelation Request from Cancelled. Check the current marketplace result before assuming a requested cancellation is complete.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/orderManagement/orderProcessing; src/features/orderManagement/shared | Backend: modules/orders; modules/returnOrders"
"Q-683","Can I create an order that did not come from a marketplace?","Order Management","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Can I create an order that did not come from a marketplace?","Yes. Manual Order supports orders created directly in the ERP.","Location: Order Management
Yes. Manual Order supports orders created directly in the ERP.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/orderManagement/orderProcessing; src/features/orderManagement/shared | Backend: modules/orders; modules/returnOrders"
"Q-684","When are Manual Orders useful?","Order Management","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","When are Manual Orders useful?","They can support:
Offline sales
Phone orders
Replacement shipments
Special deliveries
Unsupported sales channels
Approved internal orders","Location: Order Management
They can support:
- Offline sales
- Phone orders
- Replacement shipments
- Special deliveries
- Unsupported sales channels
- Approved internal orders","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/orderManagement/orderProcessing; src/features/orderManagement/shared | Backend: modules/orders; modules/returnOrders"
"Q-685","What is a Platform Manual Order?","Order Management","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","What is a Platform Manual Order?","It allows an ERP order to be created using marketplace information or a shipping label when automatic import is unavailable or incomplete.","Location: Order Management
It allows an ERP order to be created using marketplace information or a shipping label when automatic import is unavailable or incomplete.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/orderManagement/orderProcessing; src/features/orderManagement/shared | Backend: modules/orders; modules/returnOrders"
"Q-686","Can the ERP help prevent duplicate manual orders?","Order Management","MODIFIED ANSWER; FORMAT UPDATED","Avoided promising global duplicate protection.","Can the ERP help prevent duplicate manual orders?","The user can search by order number or SKU before creating the record.
The system’s automatic duplicate-detection behavior should still be verified.","Location: Order Management
Search before creating a manual order. Check the exact Order Number in Order Management > Manual Order, Platform Manual Order, and Order Processing > All Order as appropriate. Reusing the same business order across different workflows can still create duplicate work, even where a form rejects a duplicate number.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/orderManagement/orderProcessing; src/features/orderManagement/shared | Backend: modules/orders; modules/returnOrders"
